FID,FID_1,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_tx,region,region_txt,provstate,city,latitude,longitude,specificit,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternativ,alternat_1,multiple,success,suicide,attacktype,attackty_1,attackty_2,attackty_3,attackty_4,attackty_5,targtype1,targtype1_,targsubtyp,targsubt_1,corp1,target1,natlty1,natlty1_tx,targtype2,targtype2_,targsubt_2,targsubt_3,corp2,target2,natlty2,natlty2_tx,targtype3,targtype3_,targsubt_4,targsubt_5,corp3,target3,natlty3,natlty3_tx,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain,guncerta_1,guncerta_2,individual,nperps,nperpcap,claimed,claimmode,claimmode_,claim2,claimmode2,claimmod_1,claim3,claimmode3,claimmod_2,compclaim,weaptype1,weaptype1_,weapsubtyp,weapsubt_1,weaptype2,weaptype2_,weapsubt_2,weapsubt_3,weaptype3,weaptype3_,weapsubt_4,weapsubt_5,weaptype4,weaptype4_,weapsubt_6,weapsubt_7,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propexte_1,propvalue,propcommen,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcoun,ransom,ransomamt,ransomamtu,ransompaid,ransompa_1,ransomnote,hostkidout,hostkido_1,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,FID_2,SOA_CODE,SOA_LABEL,SOA,SOA_CODE_1,All_usual,Religion or religion brought up in: Catholic,Religion or religion brought up in: Protestant and Other Christian (including Christian related),Religion or religion brought up in: Other religions,Religion or religion brought up in: None,Religion or religion brought up in: Catholic (%),Religion or religion brought up in: Protestant and Other Christian (including Christian related) (%),Religion or religion brought up in: Other religions (%),Religion or religion brought up in: None (%)
10,102,2.01301E+11,2013,1,30, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.613573,-5.947834,1,0,The incident occurred at the intersection of Oldpark road and Rosapenna street.,"01/30/2013: Assailants threw an explosive device at a Police Service of Northern Ireland (PSNI) vehicle in Belfast city, Belfast district, Northern Ireland, United Kingdom. The device did not detonate and was successfully defused by PSNI officers the nex",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Armored Patrol,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Bomb 'reckless bid to kill police',"" BBC, January 31, 2013.","""Pipe bomb 'was police murder bid' - Video,"" UTV, January 31, 2013.","""Pipe bomb 'bid to murder police',"" Belfast Telegraph Online, January 31, 2013.",START Primary Collection,0,0,1,1, ,165,95GG02S3,Ardoyne_3,Ardoyne 3,95GG02S3,2224,2089,94,5,36,93.93,4.23,0.22,1.62
11,113,2.01307E+11,2013,7,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.614567,-5.954643,1,0,The incident occurred near Alliance Avenue in the Ardoyne area of the city.,"07/09/2013: A pipe bomb was discovered and defused inside a house in Belfast city, Belfast district, Northern Ireland, United Kingdom. The bomb was targeting police officers, who were lured to the area by a report of gunshots inside the same house. No gr",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , ,"The specific motive is unknown; however, a source speculates that the incident may have been related to the upcoming Ulster loyalist Orange Order parade in Northern Ireland.",0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Bomb found in north Belfast ahead of Orange Order parade,"" Gulf News, July 10, 2013.","""Belfast bomb 'an attempt' to kill police officers,"" RTE Online, July 10, 2013.","""PSNI says Belfast bomb was designed to kill officers,"" Newstalk, July 10, 2013.",START Primary Collection,0,0,1,1, ,165,95GG02S3,Ardoyne_3,Ardoyne 3,95GG02S3,2224,2089,94,5,36,93.93,4.23,0.22,1.62
12,188,2.0151E+11,2015,10,16, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.598131,-5.912478,1,0,The incident occurred in Short Strand area.,"10/16/2015: Assailants threw a grenade at police officers in Short Strand neighborhood, Belfast, Northern Ireland, United Kingdom. There were no reported casualties as the grenade failed to detonate. No group claimed responsibility for the incident; howe",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,7,Grenade,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Grenade thrown at police could have killed,"" BBC, October 17, 2015.","""Police attack grenade 'stolen from Irish Army',"" The Irish News, October 19, 2015.","""Short Strand: 'Dissident republican' grenade was 'within feet' of children when it landed,"" Belfast Live, October 17, 2015.",START Primary Collection,0,0,1,1, ,169,95GG04S1,Ballymacarrett_1,Ballymacarrett 1,95GG04S1,1708,1063,534,38,73,62.24,31.26,2.22,4.27
13,101,2.01301E+11,2013,1,29, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.647072,-5.919492,1,0,The incident occurred near a community centre in the Greater Whitewell Road area.,"01/29/2013: An explosive device was discovered near the Greater Whitewell Community Surgery in Belfast city, Belfast district, Northern Ireland, United Kingdom. The device was successfully defused by an Army bomb disposal unit. Oglaigh na hEireann claime",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Greater Whitewell Community Surgery,Community Center,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Pipe bomb 'bid to murder police',"" Belfast Telegraph Online, January 31, 2013.","""Evacuations after pipe bomb alert,"" Irish Independent, January 29, 2013.","""Viable Pipe Bomb Removed In North Belfast,"" 4NI, January 30, 2013.",START Primary Collection,0,0,1,1, ,182,95GG08S2,Bellevue_2,Bellevue 2,95GG08S2,1730,1078,538,18,96,62.31,31.1,1.04,5.55
14,106,2.01303E+11,2013,3,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.580638,-5.926809,1,0, ,"03/09/2013: An explosive device detonated near police officers in Belfast city, Belfast district, Northern Ireland, United Kingdom. The police had been responding to a call in the Hazelbank area when the attack occurred. There were no reports of injuries",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,2,2,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,12,Remote Trigger,0, ,0, , , , , , , , , ,A remote-controlled explosive device containing shrapnel and utilizing a mobile phone as a triggering mechanism was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Two arrested over PSNI murder bid,"" BBC, April 16, 2013.","""Dissident bomb 'set off by mobile',"" BBC, March 11, 2013.","""NI bomb was 'sophisticated device',"" BBC, March 11, 2013.",START Primary Collection,0,0,1,1, ,193,95GG12S2,Botanic_2,Botanic 2,95GG12S2,1958,1153,513,78,214,58.89,26.2,3.98,10.93
15,160,2.01501E+11,2015,1,30, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.617254,-5.948643,1,0, ,"01/30/2015: Assailants opened fire on a civilian at a fast food restaurant in Belfast city, Northern Ireland, United Kingdom. The civilian, identified as Harry McMahon, was wounded in the attack. No group claimed responsibility; however, sources attribut",1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Harry McMahon,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was stolen in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0,There is doubt that this incident meets terrorism-related criteria. The attack may have been the result of conflict between rival groups.,"""Man remains critical after shooting,"" BBC, January 31, 2015.","""Two men   shot   in Belfast   attacks  ;  Paramilitary-linked   shootings   that occurred within hours of each other leave one victim in a critical condition and one with injuries to his legs,"" The Guardian, January 30, 2015.","""Belfast shootings: Man fighting for his life after being shot in the head in Chinese takeaway,"" UK Nigeria Online, February 2, 2015.",START Primary Collection,0,0,1,1, ,209,95GG17S1,Cliftonville_1,Cliftonville 1,95GG17S1,2031,1794,124,26,87,88.33,6.11,1.28,4.28
16,187,2.0151E+11,2015,10,15, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.61904,-5.945716,1,0,The incident occurred in the Linden Gardens area.,"10/15/2015: An explosive device planted under a soldier's vehicle was discovered and defused in Linden Gardens neighborhood, Belfast, Northern Ireland, United Kingdom. The New Irish Republican Army claimed responsibility for the incident.",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",British Army,Car of Soldier,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,-99,0,1,4,E-mail,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Under car bomb found during alert,"" BBC, October 15, 2015.","""SOCIAL SECURITY,"" Sunday Life, November 1, 2015.","""'EXPLOSIVE DEVICE' THROWN AT POLICE PATROL IN BELFAST,"" Press Association Mediapoint, October 17, 2015.",START Primary Collection,1,1,1,1, ,209,95GG17S1,Cliftonville_1,Cliftonville 1,95GG17S1,2031,1794,124,26,87,88.33,6.11,1.28,4.28
17,172,2.01505E+11,2015,5,1, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.618686,-5.959678,1,0,The incident occurred in Ardoyne neighborhood,"05/01/2015: Security forces found and safely detonated an explosive device in Ardoyne area, Belfast city, Northern Ireland, United Kingdom. Sources stated that the device was intended to target police officers. No group claimed responsibility for the inc",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,1,1,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , ,A cylindrical explosive device was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Man (18) arrested in connection with discovery of explosive device,"" Irish Independent, May 7, 2015.","""Dissident republicans condemned for 'futile' Belfast bomb attack,"" ITV.com, May 2, 2015.","""Suspect device found in Ardoyne alert,"" UTV, May 1, 2015.",START Primary Collection,0,0,1,1, ,211,95GG17S3,Cliftonville_3,Cliftonville 3,95GG17S3,1704,758,834,4,108,44.48,48.94,0.23,6.34
18,202,2.01604E+11,2016,4,15, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.618686,-5.959678,1,0,The incident occurred in the Ardoyne area.,"04/15/2016: Assailants shot and killed Michael McGibbon in Belfast, Northern Ireland, United Kingdom. The New Irish Republican Army claimed responsibility for the attack.",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Michael McGibbon,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,-99,0,1,4,E-mail,0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,1,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Murder of Michael McGibbon: ‘IRA' claims responsibility,"" The Irish News, April 20, 2016.","""Murdered Belfast cabbie Michael McGibbon targeted by dissidents following 'remark to wrong girl',"" Belfast Telegraph, April 19, 2016.","""Man shot dead in Belfast in 'paramilitary-style' attack,"" ITV.com, April 16, 2016.",START Primary Collection,1,1,1,1, ,211,95GG17S3,Cliftonville_3,Cliftonville 3,95GG17S3,1704,758,834,4,108,44.48,48.94,0.23,6.34
19,206,2.01605E+11,2016,5,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.644749,-5.916809,1,0,The incident occurred in the Antrim Road area.,"05/09/2016: Assailants shot and injured a civilian in Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources attributed the attack to dissident republicans.",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,0,0,0,1,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Teenager injured in 'punishment shooting' in Belfast,"" Breaking News.ie, May 9, 2016.","""Outrage at three gun attacks in Belfast over 24 hours,"" One News Page United Kingdom, May 10, 2016.","""Irish terror attack fears,"" The Courier Mail/The Sunday Mail (Australia), May 12, 2016.",START Primary Collection,0,0,1,1, ,216,95GG20S1,Duncairn_1,Duncairn 1,95GG20S1,2807,733,1686,75,313,26.11,60.06,2.67,11.15
20,212,2.01608E+11,2016,8,8, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.612609,-5.926432,1,0,The incident occurred in the North Queen street area.,"08/08/2016: Assailants threw an explosive device at a police vehicle in Belfast, Northern Ireland, United Kingdom. There were no reported casualties as the device was discovered and defused the following morning. No group claimed responsibility for the i",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Vehicle,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Police thought to have been target of North Belfast pipe bomb,"" Belfast Live, August 11, 2016.","""PSNI believe pipe bomb was thrown at passing police vehicle,"" The Irish News, August 11, 2016.","""Viable device found in north Belfast security alert,"" Belfast Telegraph, August 10, 2016.",START Primary Collection,0,0,1,1, ,217,95GG20S2,Duncairn_2,Duncairn 2,95GG20S2,2094,422,1445,35,192,20.15,69.01,1.67,9.17
21,205,2.01605E+11,2016,5,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597013,-5.944521,1,0,The incident occurred in the Lady street area.,"05/09/2016: Assailants shot and killed a delivery driver identified as Dan Murray in Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources attributed the attack to dissident republicans.",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Dan Murray,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,1,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Dissidents ratchet up terror campaign with one bomb attack a week,"" Belfast Telegraph, May 13, 2016.","""NI leaders condemn 'barbaric' murder in Belfast,"" RTE Online, May 10, 2016.","""Driver killed in gun attack,"" The Mirror (The Daily Mirror and The Sunday Mirror), May 10, 2016.",START Primary Collection,0,0,1,1, ,219,95GG21S2,Falls_2,Falls 2,95GG21S2,1752,1588,130,4,30,90.64,7.42,0.23,1.71
22,85,2.01204E+11,2012,4,11, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.598202,-5.933659,1,0,The incident occurred in the western part of Belfast,"04/11/2012: Assailants opened fire on a person in Twinbrook estate in Belfast city, Antrim district, Northern Ireland, United Kingdom. The target was injured in the attack. Oglaigh na hEireann claimed responsibility for the incident.",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,9,Other,0,0, , , , ,0,5,Firearms,4,Rifle/Shotgun (non-automatic),0, ,0, , , , , , , , , ,A shotgun was used in the attack.,0,0,0,1,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Paramilitary-attack victim loses his leg,"" The Irish News, April 17, 2012.", , ,START Primary Collection,0,0,1,1, ,220,95GG21S3,Falls_3,Falls 3,95GG21S3,1935,1584,154,114,83,81.86,7.96,5.89,4.29
23,88,2.01204E+11,2012,4,25, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.598202,-5.933659,1,0,The incident occurred in the Ballygomartin area of Belfast.,"04/25/2012: An explosive device was planted inside of the car of a businessperson in Belfast city, Antrim district, Northern Ireland, United Kingdom. The device was discovered and defused on April 27, 2012. Oglaigh na hEireann claimed responsibility for",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Businessperson,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,A mercury–tilt switch device containing Semtex was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,"This was one of two similar attacks in two days, both of which were either claimed by or attributed to Oglaigh na hEireann. The other attack is identified as  201204260002.","""Two thwarted attacks prove dissidents are still a threat, says MLA,"" Belfast Telegraph, April 30, 2012.","""BUSINESSMAN THOUGHT BOMB WARNING WAS PRANK,"" Sunday Life, May 13, 2012.","""RENEGADE republican terrorists planned a weekend of murder and mayhem with two vehicle-  bomb attacks.,"" Sunday Life, April 29, 2012.",START Primary Collection,0,0,1,1, ,220,95GG21S3,Falls_3,Falls 3,95GG21S3,1935,1584,154,114,83,81.86,7.96,5.89,4.29
24,95,2.01212E+11,2012,12,30, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.598202,-5.933659,1,0, ,"12/30/2012: An explosive device was discovered attached to the vehicle of a police officer in Belfast city, Belfast district, Northern Ireland, United Kingdom. The device was successfully defused. The New Irish Republican Army claimed responsibility for",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officer,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Third arrested over bomb under N. Ireland policeman's car,"" Agence France Presse, January 1, 2013.","""Car bomb arrests,"" The Times (London), January 1, 2013.","""'Viable bomb' drops from N. Ireland police officer's car,"" Agence France Presse -- English, December 30, 2012.",START Primary Collection,1,1,1,1, ,220,95GG21S3,Falls_3,Falls 3,95GG21S3,1935,1584,154,114,83,81.86,7.96,5.89,4.29
25,135,2.01312E+11,2013,12,13, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.600708,-5.927526,1,0,The incident occurred in the Cathedral Quarter of the city.,"12/13/2013: An explosive device detonated near a restaurant in the Cathedral Quarter of Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reports of injuries in the attack. Oglaigh na hEireann claimed responsibility for the",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Not Applicable,Cathedral Quarter Neighborhood,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , ,An explosive device hidden inside a rucksack was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Small blast in Northern Ireland's Belfast, no injuries: police,"" Agence France Presse -- English, December 13, 2013.","""'Very significant' bomb plot foiled in Belfast,"" UPI, December 19, 2013.","""Small explosion amid Belfast city centre bomb alert,"" Belfast Telegraph, December 13, 2013.",START Primary Collection,0,0,1,1, ,220,95GG21S3,Falls_3,Falls 3,95GG21S3,1935,1584,154,114,83,81.86,7.96,5.89,4.29
26,140,2.01403E+11,2014,3,14, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.586706,-5.973743,1,0,The incident occurred near Falls Road and the Belfast City Cemetery.,"03/14/2014: Assailants detonated an explosive device targeting a Police Service of Northern Ireland (PSNI) vehicle in Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties in the blast. The New Irish Republic",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Vehicle,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,An explosive device containing Semtex and shrapnel was thrown in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Bomb thrown at police in Northern Ireland,"" Agence France Presse -- English, March 15, 2014.","""Police targeted in blast bomb attack,"" BBC, March 14, 2014.","""Dissident republican 'IRA' group claims responsibility for mortar attack on... new,"" Belfast Telegraph, March 18, 2014.",START Primary Collection,1,1,1,1, ,221,95GG22S1,Falls Park_1,Falls Park 1,95GG22S1,1687,1570,57,17,43,93.06,3.38,1.01,2.55
27,161,2.01502E+11,2015,2,4, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.587575,-5.966509,1,0,The incident occurred in the St. James Road area of the city.,"02/04/2015: An explosive device detonated underneath a civilian vehicle in St. James Road area, Belfast city, Northern Ireland, United Kingdom. This was one of four related attacks near midnight between February 4 and February 5, 2015. No group claimed r",1,1,1,0,0, ,1,1,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Car,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Bomb explodes under car in Belfast; no injuries,"" Reuters, February 5, 2015.","""AAD admits it carried out shootings and bombings,"" The Irish News, August 6, 2015.","""Police probe Belfast alerts 'link',"" UTV, February 5, 2015.",START Primary Collection,0,0,1,1,"201502040037, 201502050029, 201502050030, 201502050051",221,95GG22S1,Falls Park_1,Falls Park 1,95GG22S1,1687,1570,57,17,43,93.06,3.38,1.01,2.55
28,196,2.01603E+11,2016,3,5, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.578116,-6.000638,1,0,The incident occurred in the Ramoan Drive area.,"03/05/2016: An explosive device was discovered and safely defused in Ramoan Drive area, Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources attributed the attempted attack to dissident republicans",0,1,1,1,2,Other Crime Type,0,0,0,3,Bombing/Explosion,0, ,0, ,20,Unknown,0, ,Unknown,Unknown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , ,"The specific motive is unknown; however, sources suspected that the attack was related to the anniversary of the Easter Rising. Sources also suspected that the attack may have been related to an extortion demand.",1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,There is doubt that this incident meets terrorism-related criteria. A government official stated that the attempted attack was related to an extortion demand by a criminal gang.,"""Bomb found during city security alert,"" BBC, March 5, 2016.","""'Serious and sustained escalation' of violence being mounted for Easter Rising centenary - police warn,"" Irish Independent, March 6, 2016.","""'CRIMINALS BEHIND CITY BOMB ATTACK',"" Sunday Life, March 6, 2016.",START Primary Collection,0,0,1,1, ,230,95GG25S1,Glen Road_1,Glen Road 1,95GG25S1,2158,2048,79,17,14,94.9,3.66,0.79,0.65
